1.GeneID	2.Base mean	3.log2(FC)	4.StdErr	5.Wald-Stats	6.P-value	7.P-adj
ENSG00000185668	217.7320657	0.807022301	0.138449284	5.829010293	5.58E-09	1.10E-06
ENSG00000099219	539.3984261	0.558621777	0.096178973	5.808148701	6.32E-09	1.22E-06
ENSG00000110092	1621.228783	0.490119677	0.084415943	5.806008428	6.40E-09	1.22E-06
ENSG00000198598	260.098582	0.83116772	0.143895307	5.776197562	7.64E-09	1.44E-06
ENSG00000164344	142.1293247	-0.84722231	0.146820683	-5.770456148	7.91E-09	1.47E-06
ENSG00000140937	115.1711885	-0.858391523	0.149022765	-5.760136874	8.40E-09	1.54E-06
ENSG00000004478	3953.677954	0.411337703	0.071534323	5.750214565	8.91E-09	1.61E-06
ENSG00000106789	905.8157328	0.669783667	0.116675851	5.740550962	9.44E-09	1.67E-06
ENSG00000198911	3911.418989	0.428195442	0.074597285	5.74009418	9.46E-09	1.67E-06
ENSG00000163032	1396.582189	0.560541982	0.097843288	5.728977332	1.01E-08	1.74E-06
ENSG00000144730	1575.468634	0.600754155	0.104873252	5.728383011	1.01E-08	1.74E-06
ENSG00000137161	868.9434099	0.472366756	0.082613044	5.717822891	1.08E-08	1.83E-06
ENSG00000148926	627.1492288	0.929914383	0.162944125	5.706952504	1.15E-08	1.93E-06
ENSG00000235823	269.1042762	0.686082118	0.120324722	5.701921476	1.18E-08	1.96E-06
ENSG00000215866	258.6205131	-0.771096653	0.135467092	-5.692132611	1.25E-08	2.05E-06
ENSG00000052802	1552.262705	0.460402098	0.081111779	5.676143539	1.38E-08	2.22E-06
ENSG00000124532	928.2860642	-0.469765423	0.083343439	-5.63650156	1.74E-08	2.77E-06
ENSG00000006459	371.3303645	0.666067402	0.118651065	5.613665601	1.98E-08	3.12E-06
ENSG00000008735	34.29547405	-0.957902368	0.170867201	-5.606121967	2.07E-08	3.23E-06
ENSG00000179222	1320.335375	-0.454076336	0.082146816	-5.527619419	3.25E-08	5.00E-06
ENSG00000187325	490.0217615	-0.569920398	0.103200796	-5.52244186	3.34E-08	5.09E-06
ENSG00000163703	156.0181371	0.749150176	0.135912107	5.512019419	3.55E-08	5.35E-06
ENSG00000125966	211.51659	-0.7733776	0.140552986	-5.502391817	3.75E-08	5.56E-06
ENSG00000170949	393.8653192	0.700297035	0.127301659	5.501083351	3.77E-08	5.56E-06
ENSG00000124098	320.0504163	0.6784814	0.123592659	5.48965774	4.03E-08	5.87E-06
ENSG00000136383	837.273904	0.54184294	0.098777223	5.485504885	4.12E-08	5.95E-06
ENSG00000105409	394.946732	-0.556152718	0.101590397	-5.474461531	4.39E-08	6.26E-06
ENSG00000117000	593.9020251	0.509818852	0.09344156	5.45601819	4.87E-08	6.88E-06
ENSG00000018625	771.4736143	-0.563323478	0.103506169	-5.442414518	5.26E-08	7.35E-06
ENSG00000141959	1140.105277	0.52972161	0.097828524	5.414797135	6.14E-08	8.49E-06
ENSG00000124507	145.1968635	-0.766872663	0.141870164	-5.40545412	6.46E-08	8.86E-06
ENSG00000214110	795.866363	0.869620084	0.160955191	5.402870681	6.56E-08	8.89E-06
ENSG00000180287	60.93281128	-0.902259846	0.167304646	-5.392915679	6.93E-08	9.31E-06
ENSG00000100650	1409.120818	-0.497760411	0.092488562	-5.381859106	7.37E-08	9.80E-06
ENSG00000186766	23.66541035	-0.894417487	0.166435258	-5.373966404	7.70E-08	1.01E-05
ENSG00000136943	891.8712945	-0.443040423	0.08258029	-5.364965718	8.10E-08	1.06E-05
ENSG00000090861	4725.974517	0.426141902	0.079542241	5.357428905	8.44E-08	1.09E-05
ENSG00000109107	624.6648937	0.542503395	0.101320329	5.354339077	8.59E-08	1.10E-05
ENSG00000126777	2409.001136	0.368019796	0.068832237	5.346619697	8.96E-08	1.14E-05
ENSG00000114019	806.6978685	0.626790126	0.117517093	5.333608164	9.63E-08	1.21E-05
ENSG00000122884	874.0490354	0.895500422	0.167944501	5.332121116	9.71E-08	1.21E-05
ENSG00000102230	564.6605413	0.515978084	0.096883579	5.325753723	1.01E-07	1.24E-05
ENSG00000116990	465.199843	0.558019749	0.105579961	5.285280895	1.26E-07	1.53E-05
ENSG00000103202	2332.2516	0.42280846	0.080334118	5.263124427	1.42E-07	1.71E-05
ENSG00000138166	490.0758497	0.612507671	0.116581859	5.253884925	1.49E-07	1.79E-05
ENSG00000131844	1437.598124	-0.399061337	0.076188154	-5.237839699	1.62E-07	1.93E-05
ENSG00000055163	1438.602951	0.441783292	0.084568987	5.223939721	1.75E-07	2.07E-05
ENSG00000134333	12704.90711	0.846576959	0.162141954	5.221208576	1.78E-07	2.08E-05
ENSG00000224411	1169.421695	0.423833437	0.081951873	5.171735792	2.32E-07	2.69E-05
ENSG00000120694	2803.197138	0.373136042	0.072234456	5.165624041	2.40E-07	2.75E-05
ENSG00000122641	23.68592393	-0.868732841	0.1683254	-5.161032398	2.46E-07	2.80E-05
ENSG00000175215	1907.127448	0.390113496	0.075609997	5.159549178	2.48E-07	2.80E-05
ENSG00000105499	128.8809576	0.784705115	0.152130868	5.158092668	2.49E-07	2.80E-05
ENSG00000148200	3968.481857	0.415499021	0.080637013	5.152708487	2.57E-07	2.85E-05
ENSG00000184012	83.08573848	-0.836907661	0.162681692	-5.144448956	2.68E-07	2.96E-05
ENSG00000085840	878.0211826	-0.447512844	0.08710125	-5.137846408	2.78E-07	3.02E-05
ENSG00000163584	788.5408295	-0.450246169	0.087629828	-5.138046938	2.78E-07	3.02E-05
ENSG00000167460	6267.7679	0.363071183	0.070793832	5.128570823	2.92E-07	3.14E-05
ENSG00000196670	442.1870825	0.552828524	0.107836207	5.12655758	2.95E-07	3.15E-05
ENSG00000128951	960.9593053	-0.469120301	0.091566279	-5.123286726	3.00E-07	3.18E-05
ENSG00000080298	334.101983	0.603440316	0.117844606	5.120644366	3.04E-07	3.20E-05
ENSG00000117394	6199.36032	0.856218074	0.167961752	5.097696738	3.44E-07	3.56E-05
ENSG00000127663	590.3743089	0.577306749	0.113219661	5.098997332	3.41E-07	3.56E-05
ENSG00000130558	549.6121281	-0.568021377	0.111486798	-5.094965365	3.49E-07	3.58E-05
ENSG00000033867	1347.804129	0.511940083	0.100904171	5.073527475	3.91E-07	3.98E-05
ENSG00000135069	5782.344747	0.436486309	0.086224999	5.062178192	4.14E-07	4.20E-05
ENSG00000170385	554.5326162	0.858395158	0.169700679	5.058289468	4.23E-07	4.25E-05
ENSG00000099910	54.41813075	-0.843928942	0.167090085	-5.050742195	4.40E-07	4.39E-05
ENSG00000077009	390.4513017	-0.627234043	0.124274921	-5.04714898	4.48E-07	4.44E-05
ENSG00000139832	246.8267477	0.680404397	0.134898996	5.04380625	4.56E-07	4.48E-05
ENSG00000160216	47.97154813	-0.861581798	0.171105865	-5.035372691	4.77E-07	4.65E-05
ENSG00000088448	785.403912	-0.478579695	0.095069717	-5.033986758	4.80E-07	4.65E-05
ENSG00000154310	1894.333909	0.422129339	0.084024581	5.023879153	5.06E-07	4.87E-05
ENSG00000144724	2065.021348	0.43556796	0.086796042	5.018292909	5.21E-07	4.98E-05
ENSG00000134569	434.1389978	0.52436758	0.104581785	5.0139475	5.33E-07	5.06E-05
ENSG00000110172	906.2463638	0.458116771	0.091697464	4.995958986	5.85E-07	5.51E-05
ENSG00000138095	4631.904971	-0.314212319	0.062932621	-4.992836982	5.95E-07	5.56E-05
ENSG00000115353	23.81472786	-0.841664276	0.168751232	-4.987603747	6.11E-07	5.68E-05
ENSG00000071127	4773.435195	0.384790194	0.077222006	4.982908532	6.26E-07	5.78E-05
ENSG00000160200	5388.775851	0.326444152	0.065535272	4.981197772	6.32E-07	5.79E-05
ENSG00000137166	256.1034096	-0.587996946	0.118134909	-4.977334381	6.45E-07	5.86E-05
ENSG00000120594	431.2274679	-0.511419393	0.102773323	-4.976188146	6.48E-07	5.86E-05
ENSG00000187079	1460.566033	0.505052356	0.10166451	4.967833491	6.77E-07	6.04E-05
ENSG00000139318	2671.478091	0.785810468	0.158148846	4.968803055	6.74E-07	6.04E-05
ENSG00000115241	2704.079844	-0.372388035	0.07502614	-4.963443892	6.93E-07	6.14E-05
ENSG00000136010	131.0398919	0.774026229	0.157117111	4.926428603	8.37E-07	7.37E-05
ENSG00000269404	57.56864826	-0.83023052	0.168563004	-4.925342451	8.42E-07	7.37E-05
ENSG00000173281	635.9886924	-0.462881663	0.094084604	-4.919844953	8.66E-07	7.53E-05
ENSG00000092470	207.8383386	-0.606016927	0.123615062	-4.902452136	9.46E-07	8.18E-05
ENSG00000168016	251.7516111	0.66013821	0.134840655	4.895691197	9.80E-07	8.36E-05
ENSG00000146918	1816.813561	-0.352190588	0.071940844	-4.895558161	9.80E-07	8.36E-05
ENSG00000134198	237.3226562	0.622936639	0.127303472	4.893320111	9.91E-07	8.37E-05
ENSG00000164941	893.0183458	0.41435538	0.084685635	4.89286498	9.94E-07	8.37E-05
ENSG00000145901	559.0120528	0.552044945	0.112936247	4.888111283	1.02E-06	8.52E-05
ENSG00000173673	90.3004901	-0.820730345	0.168013568	-4.884905158	1.03E-06	8.61E-05
ENSG00000205978	548.3781906	-0.503966278	0.103322678	-4.877595963	1.07E-06	8.88E-05
ENSG00000148204	60.42468299	-0.83532243	0.1714384	-4.872434815	1.10E-06	9.06E-05
ENSG00000017483	459.3100079	-0.556112973	0.114170907	-4.870881631	1.11E-06	9.08E-05
ENSG00000047644	945.3349121	0.464242749	0.095356294	4.868506627	1.12E-06	9.13E-05
ENSG00000177732	1004.714141	0.410272677	0.084314328	4.865990028	1.14E-06	9.19E-05
ENSG00000129691	689.1760026	-0.440717461	0.090611686	-4.863803773	1.15E-06	9.24E-05
ENSG00000174607	599.773344	-0.459455209	0.094517163	-4.861077021	1.17E-06	9.31E-05
ENSG00000171314	1761.51658	0.408132124	0.083986196	4.859514353	1.18E-06	9.33E-05
ENSG00000227640	20.12200821	-0.761772351	0.156876231	-4.855881253	1.20E-06	9.45E-05
ENSG00000102144	9806.929605	0.783407062	0.16143456	4.852784071	1.22E-06	9.54E-05
ENSG00000173175	251.4920827	-0.576881098	0.119013795	-4.847178393	1.25E-06	9.76E-05
ENSG00000165349	3261.275911	0.392429093	0.080984594	4.845725287	1.26E-06	9.78E-05
ENSG00000188848	1448.971668	0.390878782	0.08074552	4.840872664	1.29E-06	9.96E-05
ENSG00000104327	214.2069723	-0.630607621	0.13048008	-4.832980041	1.35E-06	0.000103059
ENSG00000253368	407.7262345	0.493495944	0.102257366	4.826018553	1.39E-06	0.000105778
ENSG00000127831	175.8312116	0.684715029	0.141893454	4.825557539	1.40E-06	0.000105778
ENSG00000166710	461.9008412	-0.520339543	0.10796521	-4.81951123	1.44E-06	0.000108428
ENSG00000159176	304.876859	0.613350645	0.127413714	4.813851075	1.48E-06	0.000109718
ENSG00000180190	1010.624356	0.481102719	0.099926678	4.814557331	1.48E-06	0.000109718
ENSG00000189067	1605.732914	-0.356190958	0.073985513	-4.814333821	1.48E-06	0.000109718
ENSG00000198624	168.6330771	-0.640671267	0.1332503	-4.808028694	1.52E-06	0.000112348
ENSG00000073792	1760.200863	0.355410933	0.074078472	4.797762721	1.60E-06	0.000117147
ENSG00000123453	108.9500534	0.720253767	0.150131333	4.797491337	1.61E-06	0.000117147
ENSG00000052344	826.9762806	0.392637058	0.081972548	4.789860366	1.67E-06	0.000120968
ENSG00000172530	185.2407564	0.635075728	0.132613807	4.788911082	1.68E-06	0.000120968
ENSG00000136603	2032.83788	0.432192239	0.090353263	4.783360592	1.72E-06	0.0001237
ENSG00000104738	4826.89426	-0.354960095	0.074242869	-4.781066513	1.74E-06	0.000124462
ENSG00000196923	477.0086781	0.551363192	0.115367936	4.779171865	1.76E-06	0.000124982
ENSG00000112419	727.3168066	-0.449397128	0.094057445	-4.777900653	1.77E-06	0.00012512
ENSG00000119950	150.9682855	0.699616945	0.147191409	4.753109916	2.00E-06	0.000140758
ENSG00000198646	248.8288961	-0.62355951	0.131271843	-4.750139064	2.03E-06	0.000142105
ENSG00000115457	4546.114647	0.781159358	0.164547576	4.747316116	2.06E-06	0.000143363
ENSG00000001617	623.6989501	0.495960565	0.104620354	4.74057434	2.13E-06	0.000147461
ENSG00000138685	1616.700855	-0.34381441	0.072542544	-4.739486556	2.14E-06	0.000147503
ENSG00000164434	120.4895195	-0.69928581	0.147615022	-4.737226623	2.17E-06	0.000148403
ENSG00000139433	294.727398	0.632097028	0.133633126	4.730092367	2.24E-06	0.000152942
ENSG00000167693	1189.346724	0.398479014	0.084283803	4.727824305	2.27E-06	0.000153887
ENSG00000137078	41.39587207	-0.809942278	0.171379115	-4.726026712	2.29E-06	0.000154482
ENSG00000120162	390.1023156	-0.496741552	0.105170718	-4.72319256	2.32E-06	0.000155876
ENSG00000122507	507.785047	0.522502036	0.110707683	4.719654681	2.36E-06	0.000156494
ENSG00000096746	3438.827476	0.301659663	0.063909837	4.72008189	2.36E-06	0.000156494
ENSG00000137486	81.82384453	-0.760343325	0.161110502	-4.719390208	2.37E-06	0.000156494
ENSG00000064115	1142.001831	0.407324232	0.086453494	4.711483751	2.46E-06	0.000161901
ENSG00000154864	418.5792774	0.563582503	0.120045908	4.694724825	2.67E-06	0.000174908
ENSG00000072682	134.0888945	0.745201408	0.159032847	4.685833277	2.79E-06	0.000181798
ENSG00000112658	1241.745815	0.443830823	0.094741394	4.684655802	2.80E-06	0.000181971
ENSG00000006652	611.2746384	0.44982082	0.096144019	4.67861468	2.89E-06	0.000186522
ENSG00000077942	2190.330716	0.337547852	0.072177926	4.676607794	2.92E-06	0.000187464
ENSG00000122779	2793.731506	-0.354925709	0.075921415	-4.674909067	2.94E-06	0.00018813
ENSG00000049449	1719.974863	0.33011197	0.070779917	4.663921386	3.10E-06	0.000197534
ENSG00000126947	291.4458205	-0.526050225	0.112948708	-4.657425787	3.20E-06	0.000202915
ENSG00000105655	1067.115643	0.459281172	0.098757977	4.650572898	3.31E-06	0.000208801
ENSG00000186310	746.9416985	-0.446784479	0.096092109	-4.649543881	3.33E-06	0.000208874
ENSG00000132692	54.20456913	-0.777915928	0.167575586	-4.642179373	3.45E-06	0.000215463
ENSG00000185847	180.9399584	0.662600387	0.142913852	4.636362257	3.55E-06	0.000220597
ENSG00000104341	7033.89816	0.271616365	0.058700427	4.627161642	3.71E-06	0.00022957
ENSG00000166444	190.6304627	-0.612413434	0.132520554	-4.62127132	3.81E-06	0.000234049
ENSG00000168004	52.58869363	-0.782849295	0.169393655	-4.621479438	3.81E-06	0.000234049
ENSG00000162772	282.9218742	0.575521117	0.124676641	4.616110228	3.91E-06	0.000238862
ENSG00000139372	806.5929934	-0.409442882	0.088821146	-4.609745532	4.03E-06	0.000245188
ENSG00000156976	5820.670631	0.345094922	0.074963581	4.603501007	4.15E-06	0.000251531
ENSG00000184557	501.3003606	0.506867	0.110160308	4.601176304	4.20E-06	0.000253225
ENSG00000103187	2037.773982	0.376484562	0.082066727	4.587542054	4.48E-06	0.000269137
ENSG00000167654	661.2367754	-0.430083007	0.093810899	-4.584573968	4.55E-06	0.000271785
ENSG00000113763	59.44033798	-0.766998338	0.167499701	-4.579102745	4.67E-06	0.000276555
ENSG00000087245	971.0559353	0.454762612	0.099299681	4.5796986	4.66E-06	0.000276555
ENSG00000063180	473.9262954	-0.56235508	0.122961972	-4.573406482	4.80E-06	0.000282949
ENSG00000159840	2282.227826	0.405340716	0.088858317	4.561651947	5.08E-06	0.000297969
ENSG00000092621	7536.44457	0.307153018	0.067530885	4.548333978	5.41E-06	0.00031609
ENSG00000118689	242.9903809	0.56570236	0.1245843	4.540719491	5.61E-06	0.000326318
ENSG00000163520	354.5610213	0.585822978	0.129215219	4.53369953	5.80E-06	0.000335917
ENSG00000124587	176.5837721	0.603111084	0.133176313	4.528666314	5.94E-06	0.000341694
ENSG00000099622	877.0050305	-0.442717845	0.097766903	-4.528299793	5.95E-06	0.000341694
ENSG00000136274	62.18347587	-0.75265395	0.166470061	-4.521257124	6.15E-06	0.000351773
ENSG00000112992	258.8745298	-0.525647014	0.116488831	-4.512424143	6.41E-06	0.00036521
ENSG00000138772	510.1388535	0.755907681	0.167853338	4.503381888	6.69E-06	0.000379512
ENSG00000134684	3024.866062	0.294208031	0.06540492	4.498255334	6.85E-06	0.000387158
ENSG00000196700	421.5867353	-0.474334513	0.105515355	-4.495407461	6.94E-06	0.000390748
ENSG00000154556	205.0452775	-0.674951421	0.150288111	-4.491050011	7.09E-06	0.000392318
ENSG00000180773	289.6083639	-0.513722849	0.114380751	-4.491340049	7.08E-06	0.000392318
ENSG00000166147	115.4641752	-0.67184121	0.149578577	-4.491560372	7.07E-06	0.000392318
ENSG00000069998	810.2715151	0.411197913	0.091512452	4.493354786	7.01E-06	0.000392318
ENSG00000147485	17.56798704	-0.722899925	0.161100735	-4.487254034	7.21E-06	0.000397747
ENSG00000151718	1966.078647	0.371481325	0.082884456	4.481917885	7.40E-06	0.000404692
ENSG00000213290	46.68272106	0.765710206	0.170847434	4.48183614	7.40E-06	0.000404692
ENSG00000064300	177.4246155	0.647749704	0.1448472	4.471951836	7.75E-06	0.000422159
ENSG00000064666	4687.573842	0.336432038	0.075315143	4.466990638	7.93E-06	0.000430336
ENSG00000118507	149.9260766	-0.638325092	0.143362342	-4.452529761	8.49E-06	0.000458539
ENSG00000187498	2284.521637	0.325945535	0.073271581	4.448457762	8.65E-06	0.000464953
ENSG00000131409	108.548543	-0.739725947	0.166311204	-4.447841938	8.67E-06	0.000464953
ENSG00000160785	418.1284968	-0.471082812	0.106079325	-4.440854173	8.96E-06	0.000476545
ENSG00000153560	1220.842139	0.34237449	0.077093145	4.441049724	8.95E-06	0.000476545
ENSG00000138336	1536.77702	0.412114505	0.092843544	4.438806256	9.05E-06	0.000479222
ENSG00000115226	100.9307399	-0.686266893	0.154759045	-4.434421863	9.23E-06	0.000487175
ENSG00000260362	32.24400929	-0.756886473	0.170975065	-4.426882211	9.56E-06	0.000502556
ENSG00000236673	57.14204288	-0.749794664	0.169623972	-4.420334315	9.85E-06	0.000516028
ENSG00000154358	405.8094344	0.562952002	0.127442521	4.41730122	9.99E-06	0.00051931
ENSG00000170955	55.10083051	-0.75279254	0.170408132	-4.417585775	9.98E-06	0.00051931
ENSG00000183908	55.40434636	-0.740128952	0.167749899	-4.412097739	1.02E-05	0.000529922
ENSG00000203875	1630.057855	-0.348494934	0.079032232	-4.409529177	1.04E-05	0.000534207
ENSG00000013297	109.2594698	0.684476526	0.15529449	4.407603423	1.05E-05	0.000536935
ENSG00000155980	408.1289682	-0.458762301	0.104202571	-4.402600607	1.07E-05	0.000547398
ENSG00000140450	144.6733312	0.651067862	0.147974051	4.399878597	1.08E-05	0.000552226
ENSG00000141314	116.2770858	-0.730630296	0.166348026	-4.392178951	1.12E-05	0.000570012
ENSG00000184216	474.7433801	0.52868293	0.120549989	4.385590874	1.16E-05	0.000585349
ENSG00000145882	223.4422313	0.549316851	0.125288121	4.384428828	1.16E-05	0.000586294
ENSG00000116117	99.39966869	-0.685191057	0.156346792	-4.382507935	1.17E-05	0.000589298
ENSG00000142208	533.8657021	-0.443538496	0.10138627	-4.374739279	1.22E-05	0.000608427
ENSG00000115548	785.9082892	0.715185912	0.163641194	4.370451569	1.24E-05	0.000618217
ENSG00000170775	141.0148173	-0.64478987	0.147686866	-4.365925606	1.27E-05	0.000628847
ENSG00000168209	346.2246124	0.743558975	0.170418213	4.363142647	1.28E-05	0.000634579
ENSG00000147454	321.9969893	0.486000793	0.111465545	4.360098824	1.30E-05	0.000641131
ENSG00000239306	1002.513371	0.469342235	0.108068403	4.343010748	1.41E-05	0.000690597
ENSG00000243004	71.72312324	-0.741985624	0.170978602	-4.339640253	1.43E-05	0.000698742
ENSG00000007866	542.8829657	0.464706381	0.107194778	4.335158755	1.46E-05	0.000710566
ENSG00000165379	25.0425566	-0.730053397	0.168569196	-4.330882589	1.49E-05	0.000721911
ENSG00000147854	677.2064015	0.385670398	0.089177521	4.324749024	1.53E-05	0.000739641
ENSG00000143368	1344.244409	-0.360348259	0.083362253	-4.322678975	1.54E-05	0.000741322
ENSG00000116667	605.468846	-0.484703918	0.112111653	-4.323403544	1.54E-05	0.000741322
ENSG00000143248	1447.581404	0.445863412	0.103231643	4.319057589	1.57E-05	0.000750927
ENSG00000166598	13823.51616	0.284510939	0.065916192	4.316252656	1.59E-05	0.00075785
ENSG00000178802	323.4440728	0.543527604	0.125994289	4.313906656	1.60E-05	0.000763254
ENSG00000187678	2181.858206	0.403034633	0.093633406	4.304389322	1.67E-05	0.000794027
ENSG00000147526	158.6664624	-0.583970758	0.135769302	-4.301198804	1.70E-05	0.000799953
ENSG00000180694	335.5101355	-0.534590229	0.124288361	-4.301209106	1.70E-05	0.000799953
ENSG00000107036	666.8961907	0.457355781	0.106403902	4.298298948	1.72E-05	0.000807685
ENSG00000180182	1633.088706	-0.329384451	0.076773893	-4.290318452	1.78E-05	0.000831509
ENSG00000184787	1085.087012	-0.376680523	0.087789125	-4.290742414	1.78E-05	0.000831509
ENSG00000104998	178.9960389	-0.558653547	0.130336421	-4.286242804	1.82E-05	0.000844004
