1.GeneID	2.Base mean	3.log2(FC)	4.StdErr	5.Wald-Stats	6.P-value	7.P-adj
ENSG00000111669	8982.599819	0.517458131	0.111884958	4.62491241	3.75E-06	0.0006025
ENSG00000074800	28139.98395	0.497425642	0.108034494	4.604322414	4.14E-06	0.000657368
ENSG00000145901	519.2129514	0.70909231	0.154374716	4.593318972	4.36E-06	0.000684863
ENSG00000118971	995.4024341	0.625806361	0.136381086	4.588659473	4.46E-06	0.000685513
ENSG00000189060	1060.445387	-0.575663502	0.125464243	-4.588267437	4.47E-06	0.000685513
ENSG00000134815	351.5438959	0.669735893	0.14639758	4.574774344	4.77E-06	0.000722901
ENSG00000130303	164.8367992	-0.797593369	0.175002893	-4.55760106	5.17E-06	0.000775769
ENSG00000243004	39.06678744	-0.8029619	0.176371068	-4.552684905	5.30E-06	0.000776761
ENSG00000139174	132.1744242	-0.820338231	0.180188732	-4.552661106	5.30E-06	0.000776761
ENSG00000197462	39.64616909	-0.810382818	0.178102641	-4.550088732	5.36E-06	0.000777771
ENSG00000067840	1825.308682	0.601812913	0.132465897	4.543153564	5.54E-06	0.000795171
ENSG00000145794	450.0575953	-0.634170461	0.139719619	-4.538879134	5.66E-06	0.000802827
ENSG00000106789	737.4774966	0.604803085	0.133493437	4.530582904	5.88E-06	0.000826221
ENSG00000007062	1083.932343	-0.538096089	0.118866471	-4.526895467	5.99E-06	0.000829163
ENSG00000196159	76.87012224	-0.83766182	0.185101122	-4.525428101	6.03E-06	0.000829163
ENSG00000136997	644.3514681	0.592380971	0.131031843	4.520893229	6.16E-06	0.000838483
ENSG00000171314	1690.964879	0.508757086	0.11262206	4.517383962	6.26E-06	0.000843884
ENSG00000138161	298.082967	-0.754703858	0.168018875	-4.491780207	7.06E-06	0.000942491
ENSG00000125629	165.0566105	0.790848686	0.177405381	4.457861894	8.28E-06	0.001083103
ENSG00000041982	161.324086	-0.798218257	0.179059578	-4.457836134	8.28E-06	0.001083103
ENSG00000125966	213.3448259	-0.723469746	0.162664285	-4.447625043	8.68E-06	0.001124846
ENSG00000163032	1214.31423	0.527847936	0.11961592	4.412856887	1.02E-05	0.001308937
ENSG00000161847	408.6756722	0.639769301	0.146082664	4.379501867	1.19E-05	0.001511696
ENSG00000063015	88.38088524	-0.804464448	0.183808837	-4.376636398	1.21E-05	0.001517248
ENSG00000213290	47.35570195	0.792553721	0.182122745	4.351755837	1.35E-05	0.001684232
ENSG00000180694	341.1745365	-0.686457795	0.158724997	-4.324824737	1.53E-05	0.001886115
ENSG00000136295	2358.770592	0.485973705	0.112483269	4.320408779	1.56E-05	0.001906606
ENSG00000120694	2833.962951	0.432348033	0.100775961	4.290190138	1.79E-05	0.002165612
ENSG00000125285	38.4000306	-0.723403618	0.169534711	-4.266994147	1.98E-05	0.00236051
ENSG00000104885	558.2485562	0.570145925	0.133597555	4.267637416	1.98E-05	0.00236051
ENSG00000205542	3166.844203	-0.548179323	0.128687823	-4.259760643	2.05E-05	0.002416633
ENSG00000134107	65.50733386	0.779105687	0.183652169	4.242289604	2.21E-05	0.002545149
ENSG00000141655	179.170262	-0.721805953	0.170019905	-4.245420279	2.18E-05	0.002545149
ENSG00000160216	41.9029974	-0.764909692	0.180274122	-4.243036565	2.21E-05	0.002545149
ENSG00000187678	1809.53585	0.488774078	0.115436546	4.23413638	2.29E-05	0.002616698
ENSG00000247095	39.72368655	0.747858123	0.176891119	4.227787844	2.36E-05	0.002668802
ENSG00000115226	116.7748474	-0.75570601	0.178914385	-4.22384152	2.40E-05	0.002670723
ENSG00000164096	661.1035329	0.601986575	0.142513747	4.224059694	2.40E-05	0.002670723
ENSG00000001617	545.9627449	0.626593815	0.148539341	4.218369431	2.46E-05	0.002706867
ENSG00000130558	579.8325193	-0.581942888	0.13799647	-4.217085319	2.47E-05	0.002706867
ENSG00000174469	1344.899673	-0.475071985	0.112900034	-4.207899376	2.58E-05	0.002796334
ENSG00000236673	56.54116989	-0.767900468	0.182587282	-4.205662417	2.60E-05	0.002801364
ENSG00000226415	1051.474786	0.528041611	0.12563371	4.203024898	2.63E-05	0.002811545
ENSG00000197635	53.29721305	-0.773378117	0.184179427	-4.199047249	2.68E-05	0.002838675
ENSG00000163584	824.4351305	-0.561043133	0.133701558	-4.196234832	2.71E-05	0.002851506
ENSG00000189184	659.6397511	-0.566246389	0.135530338	-4.178004712	2.94E-05	0.003065759
ENSG00000163516	482.602775	0.647198836	0.155087403	4.173123179	3.00E-05	0.003107935
ENSG00000112562	101.4297974	-0.759991542	0.182426651	-4.166011586	3.10E-05	0.003157485
ENSG00000198598	228.6538035	0.671748897	0.161216819	4.166742031	3.09E-05	0.003157485
ENSG00000066735	670.4217249	0.598781241	0.143867889	4.162021458	3.15E-05	0.003188839
ENSG00000188157	1364.885903	0.548005515	0.131843782	4.156475997	3.23E-05	0.003204649
ENSG00000167508	553.1690985	0.558952212	0.134465859	4.156833671	3.23E-05	0.003204649
ENSG00000198911	3800.411532	0.407194868	0.097983304	4.15575767	3.24E-05	0.003204649
ENSG00000186439	88.92374992	-0.76734945	0.185016193	-4.147471835	3.36E-05	0.00329839
ENSG00000120738	160.4447498	-0.739291401	0.178637935	-4.138490527	3.50E-05	0.003405139
ENSG00000168004	45.55780072	-0.754228586	0.182524501	-4.13220462	3.59E-05	0.003474278
ENSG00000102230	519.494504	0.572681769	0.138742156	4.127669523	3.66E-05	0.003517999
ENSG00000131203	561.77176	-0.557570671	0.135141584	-4.125826089	3.69E-05	0.00352097
ENSG00000108106	289.3721781	0.632866264	0.153797649	4.114928071	3.87E-05	0.003665343
ENSG00000173281	602.2140097	-0.57699343	0.140425609	-4.108890354	3.98E-05	0.003735989
ENSG00000136110	890.8540284	-0.521230171	0.127461243	-4.089322843	4.33E-05	0.004037114
ENSG00000175931	1187.074188	0.483696478	0.118442329	4.0838143	4.43E-05	0.004105359
ENSG00000261586	84.72423533	-0.749810391	0.184655175	-4.060597754	4.89E-05	0.004504496
ENSG00000132510	101.7845169	0.746721479	0.184177304	4.054362081	5.03E-05	0.004594659
ENSG00000125354	333.9666576	-0.600980081	0.148571776	-4.045048787	5.23E-05	0.004748669
ENSG00000182871	2428.952808	0.442984355	0.109579817	4.042572483	5.29E-05	0.00476669
ENSG00000135269	409.8128358	0.590964009	0.146436331	4.035637902	5.45E-05	0.004876752
ENSG00000196498	1760.30643	0.469887096	0.116711938	4.026041403	5.67E-05	0.005046141
ENSG00000100075	1004.382615	0.473778196	0.11781828	4.02126219	5.79E-05	0.005115535
ENSG00000152952	533.4492391	0.631222772	0.157201085	4.015384335	5.93E-05	0.005210217
ENSG00000114019	693.5684553	0.56257049	0.140258996	4.01094053	6.05E-05	0.005274573
ENSG00000080824	27140.22289	0.388329566	0.09695695	4.005175153	6.20E-05	0.005369794
ENSG00000167771	1302.047828	0.487426426	0.121776428	4.002633631	6.26E-05	0.005392807
ENSG00000141150	356.0403908	0.631560469	0.157923204	3.999161958	6.36E-05	0.005437438
ENSG00000164733	349.3350596	-0.583671228	0.146205141	-3.992138886	6.55E-05	0.005565383
ENSG00000010610	41.60017727	-0.712714225	0.181038888	-3.936801836	8.26E-05	0.006973907
ENSG00000134686	118.1625921	-0.705392958	0.179692586	-3.925554047	8.65E-05	0.007262018
ENSG00000105429	900.0981226	0.473775592	0.120988813	3.915862787	9.01E-05	0.007512795
ENSG00000103202	2421.177118	0.418607275	0.107026741	3.911240038	9.18E-05	0.007610511
ENSG00000077009	374.515252	-0.559725465	0.143535934	-3.899549405	9.64E-05	0.007912484
ENSG00000178531	229.868897	0.62598561	0.160556698	3.898844568	9.67E-05	0.007912484
ENSG00000164344	133.3661977	-0.688738632	0.177141585	-3.888068587	0.000101045	0.008186874
ENSG00000164176	588.6073848	-0.550518774	0.141608144	-3.887620869	0.000101232	0.008186874
ENSG00000187164	222.8459698	-0.621910678	0.160312411	-3.879366997	0.000104729	0.008318447
ENSG00000110492	2478.81087	0.40471789	0.104316622	3.879706652	0.000104583	0.008318447
ENSG00000189067	1525.938433	-0.454859011	0.117222837	-3.880293489	0.00010433	0.008318447
ENSG00000136378	621.7459239	0.512130373	0.132200233	3.873899166	0.000107108	0.008428817
ENSG00000180448	432.8266225	0.543445426	0.140306355	3.873277331	0.000107382	0.008428817
ENSG00000162552	22.55235356	-0.610685673	0.157841451	-3.868981627	0.000109291	0.008528523
ENSG00000196154	109.3620471	-0.695155341	0.179913242	-3.863836432	0.00011162	0.008609578
ENSG00000132692	43.6886758	-0.702475845	0.181747443	-3.86512093	0.000111034	0.008609578
ENSG00000104327	238.2362667	-0.608394864	0.158280276	-3.843781919	0.000121153	0.00929019
ENSG00000148680	192.1547144	-0.641494177	0.166951361	-3.842401591	0.000121836	0.00929019
ENSG00000179761	615.5146876	-0.501969064	0.130920609	-3.83414854	0.000126	0.00955309
ENSG00000159167	590.7424746	0.56355105	0.147530016	3.819907738	0.000133502	0.010064663
ENSG00000143847	64.03322852	0.704316009	0.184474067	3.817967593	0.000134556	0.010087134
ENSG00000124532	871.9659973	-0.467532672	0.12302036	-3.800449552	0.000144434	0.010707361
ENSG00000090863	2719.018167	0.4296168	0.113017321	3.801335897	0.000143918	0.010707361
ENSG00000055163	1358.307363	0.437759937	0.115892691	3.77728684	0.000158546	0.011667674
ENSG00000006459	359.5417088	0.556026021	0.14726996	3.77555627	0.000159651	0.011667674
ENSG00000186310	728.7406484	-0.470467698	0.124627367	-3.774995079	0.000160011	0.011667674
ENSG00000244342	62.6755015	-0.697486247	0.185026232	-3.76966142	0.000163469	0.011855067
ENSG00000166033	124.3376424	-0.66542456	0.176831828	-3.763036154	0.000167863	0.012042811
ENSG00000125844	2670.336933	0.395288383	0.105010821	3.764263344	0.000167041	0.012042811
ENSG00000164434	144.9663451	-0.658748175	0.175295428	-3.757931307	0.000171324	0.01222538
ENSG00000174607	511.2671461	-0.503767787	0.134653782	-3.741207861	0.000183138	0.012998899
ENSG00000139832	194.1904057	0.633930719	0.169698598	3.735627311	0.000187248	0.01322029
ENSG00000052344	738.4252929	0.459309467	0.123486616	3.719508081	0.000199611	0.014019007
ENSG00000173698	241.0399767	-0.610716164	0.164931519	-3.702846902	0.000213194	0.014882585
ENSG00000125534	440.9154927	0.546165948	0.147543597	3.701725861	0.000214138	0.014882585
ENSG00000131389	2367.807869	-0.378005887	0.102642659	-3.682736687	0.000230743	0.015953579
ENSG00000136802	2288.275716	0.386891213	0.105438772	3.669344825	0.000243173	0.016726284
ENSG00000170955	63.89958244	-0.678628287	0.185119113	-3.665900708	0.00024647	0.016866101
ENSG00000136603	1761.653516	0.489274958	0.13359604	3.662346249	0.000249916	0.017014672
ENSG00000120875	255.4682511	0.586252642	0.160304748	3.657113399	0.000255072	0.017242738
ENSG00000063245	1353.029823	0.414139135	0.113266284	3.656331981	0.00025585	0.017242738
ENSG00000114315	120.9939509	0.660051978	0.180761998	3.651497467	0.000260716	0.017308408
ENSG00000138166	414.4915557	0.511449908	0.140039337	3.65218744	0.000260016	0.017308408
ENSG00000065268	684.2930272	0.490641482	0.134333683	3.652408482	0.000259792	0.017308408
ENSG00000004478	4024.814177	0.371846646	0.101942526	3.647610688	0.00026469	0.017485284
ENSG00000008083	4373.805475	0.402525274	0.110524548	3.641953601	0.000270577	0.017786096
ENSG00000167996	600.2437851	0.474853638	0.130462747	3.639764211	0.000272888	0.017850073
ENSG00000103365	1672.099755	0.399023679	0.109737055	3.636179968	0.000276711	0.018011864
ENSG00000117139	3961.394627	0.381209175	0.105265467	3.621407729	0.000293004	0.018979852
ENSG00000153395	3895.587674	0.356296308	0.098671099	3.610949003	0.000305079	0.019571969
ENSG00000135248	39.04062214	-0.650347089	0.180069766	-3.611639558	0.000304267	0.019571969
ENSG00000118257	792.3057052	-0.468526781	0.129881801	-3.607332032	0.000309362	0.019751781
ENSG00000079739	616.2659308	0.531536091	0.14835234	3.582930269	0.000339761	0.021501906
ENSG00000141867	1129.22821	0.454236833	0.126784398	3.582750234	0.000339996	0.021501906
ENSG00000099194	9597.518654	0.337266181	0.094268132	3.577732713	0.000346588	0.021761089
ENSG00000100650	1363.497196	-0.415035267	0.116023874	-3.57715403	0.000347356	0.021761089
ENSG00000167797	333.3265687	0.526270238	0.147392342	3.570539889	0.000356246	0.022213782
ENSG00000172379	298.1248827	-0.544557061	0.152582844	-3.568927193	0.000358446	0.022246993
ENSG00000175832	1405.529456	0.411168217	0.115273412	3.566895507	0.000361235	0.022273455
ENSG00000105722	547.3075084	0.478133443	0.134074076	3.566188627	0.000362211	0.022273455
ENSG00000129691	671.9388459	-0.449066927	0.12615785	-3.559563881	0.000371471	0.022738125
ENSG00000224411	1182.638465	0.410753004	0.116052726	3.539365418	0.00040109	0.024439032
ENSG00000172602	169.2504742	-0.624851873	0.176654205	-3.537146894	0.000404475	0.024533225
ENSG00000105701	2704.158618	0.369479966	0.104529402	3.534698948	0.00040824	0.024649567
ENSG00000198910	448.9943801	0.515729038	0.146033823	3.531572527	0.000413097	0.024830453
ENSG00000124233	61.28593313	-0.650157758	0.184166065	-3.530279898	0.00041512	0.0248402
ENSG00000080298	319.5232235	0.536083786	0.152089086	3.524801146	0.000423801	0.025246419
ENSG00000173157	130.5218593	0.624127003	0.177358668	3.519010431	0.00043316	0.025689257
ENSG00000104549	2071.865874	0.375503954	0.106899927	3.512668017	0.000443631	0.026193883
ENSG00000088882	509.4683996	-0.470290225	0.133968356	-3.510457527	0.000447336	0.026296278
ENSG00000007402	255.5705702	-0.560105491	0.159679187	-3.50769253	0.000452011	0.026454547
ENSG00000077942	2010.225591	0.371187484	0.105886013	3.505538383	0.000455685	0.026553091
ENSG00000175274	512.0918411	-0.471602565	0.13464835	-3.502475644	0.000460956	0.02674346
ENSG00000005448	387.525154	0.527400514	0.150707082	3.49950716	0.000466119	0.026925944
ENSG00000182768	274.4154448	0.544067784	0.155523307	3.498303859	0.000468227	0.026931145
ENSG00000148200	3816.391234	0.439480725	0.12567094	3.497075168	0.000470389	0.026939375
ENSG00000113161	4330.039212	0.342396541	0.098173399	3.487671248	0.000487247	0.02778556
ENSG00000026103	67.9944709	-0.644736254	0.185115302	-3.482890111	0.000496032	0.02816617
ENSG00000186766	20.35192955	-0.542937544	0.15594015	-3.481704646	0.000498233	0.028171271
ENSG00000188486	908.5553031	0.414298251	0.119208919	3.475396441	0.000510099	0.028720505
ENSG00000166598	13669.27125	0.334746468	0.096657065	3.463238509	0.000533715	0.029923924
ENSG00000142949	4077.246788	0.373727984	0.107989163	3.460791554	0.00053859	0.030070881
ENSG00000154310	1811.46445	0.419450363	0.121287521	3.458314261	0.000543567	0.030222321
ENSG00000141314	130.0872247	-0.628517472	0.182248401	-3.448685801	0.000563322	0.031190729
ENSG00000144677	613.4562457	-0.443418174	0.128699904	-3.445365229	0.000570288	0.031206809
ENSG00000196923	430.0238754	0.489430263	0.14203976	3.445727179	0.000569525	0.031206809
ENSG00000256463	136.0161789	0.610205165	0.17711727	3.445204215	0.000570628	0.031206809
ENSG00000168077	117.191401	-0.615577148	0.178969806	-3.43955868	0.000582663	0.031734944
ENSG00000152137	137.8625091	-0.610350768	0.177704708	-3.434634773	0.000593353	0.032185779
ENSG00000077150	216.9099981	-0.560637827	0.163606557	-3.42674423	0.000610864	0.033001503
ENSG00000006432	685.5209829	0.455694803	0.133144375	3.422561429	0.000620341	0.033281546
ENSG00000130726	9402.30874	0.328108792	0.095874974	3.4222569	0.000621036	0.033281546
ENSG00000144730	1388.043811	0.442622539	0.129547681	3.416676664	0.000633905	0.03371223
ENSG00000100814	1636.392915	-0.402251507	0.117735063	-3.416582089	0.000634125	0.03371223
ENSG00000132274	630.0568698	-0.493132869	0.144473178	-3.413317793	0.000641771	0.03398328
ENSG00000138685	1509.526944	-0.424901412	0.124959214	-3.400320772	0.000673068	0.035499705
ENSG00000138336	1443.256325	0.459128259	0.135122143	3.397875799	0.000679112	0.035677466
ENSG00000168918	349.3763504	0.523596099	0.154252112	3.39441769	0.000687747	0.035891194
ENSG00000129521	353.0887335	0.514265192	0.151517655	3.394094179	0.00068856	0.035891194
ENSG00000139613	727.5792238	0.420205526	0.124123103	3.385393328	0.000710763	0.036904379
ENSG00000124875	93.28681984	-0.615856681	0.182461965	-3.3752606	0.000737458	0.038142025
ENSG00000172269	569.3859014	0.445763223	0.132426349	3.366121815	0.00076233	0.039276202
ENSG00000142173	547.461406	0.490319654	0.145981535	3.358778584	0.000782878	0.040179691
ENSG00000163191	694.0596422	-0.452773288	0.134891215	-3.356580985	0.000789126	0.040345204
ENSG00000162998	102.8092988	-0.615872138	0.183540294	-3.355514617	0.000792175	0.040346486
ENSG00000235823	226.5844923	0.550117035	0.164015242	3.354060436	0.00079635	0.040404905
ENSG00000178209	1148.901764	0.477467063	0.142553041	3.349399364	0.00080987	0.040627448
ENSG00000100554	594.7792838	-0.444519145	0.132684445	-3.350197869	0.000807539	0.040627448
ENSG00000091542	731.6942333	0.434279532	0.129629436	3.350161383	0.000807645	0.040627448
ENSG00000242265	2924.460835	0.370982625	0.110807452	3.347993463	0.000813989	0.040681174
ENSG00000129925	1025.125888	0.388883276	0.11646291	3.339116932	0.000840452	0.041552622
ENSG00000169189	270.4444905	0.512542751	0.153478691	3.339504317	0.00083928	0.041552622
ENSG00000172530	169.7300149	0.564423752	0.169039128	3.339012446	0.000840768	0.041552622
ENSG00000100604	641.670186	-0.467836775	0.140417048	-3.331766213	0.000862967	0.042492377
ENSG00000146278	190.0700145	0.564401314	0.169465122	3.330486587	0.000866943	0.042531223
ENSG00000163428	384.2354005	-0.47893392	0.144021921	-3.325423771	0.000882842	0.043064505
ENSG00000179344	41.43281965	-0.596265583	0.179329403	-3.324973885	0.000884268	0.043064505
ENSG00000143624	1231.239315	0.374596524	0.112958956	3.316218011	0.000912446	0.044158845
ENSG00000175602	108.6681939	0.60978209	0.183894239	3.315939069	0.000913357	0.044158845
ENSG00000137161	804.2416619	0.405312003	0.122317399	3.313608736	0.000921003	0.044367734
ENSG00000164050	1357.156549	0.368173897	0.111442923	3.303699208	0.000954182	0.045800712
ENSG00000011304	6107.291192	0.31541752	0.095530724	3.30173905	0.000960874	0.045956649
ENSG00000095015	313.2549991	0.50023337	0.151677599	3.298004278	0.000973747	0.046386538
ENSG00000146918	1873.455436	-0.365145305	0.110746718	-3.297120784	0.000976815	0.046386538
ENSG00000138709	449.0723045	-0.463521414	0.140873607	-3.290335392	0.00100068	0.047254546
ENSG00000184557	452.1572703	0.50615527	0.153850555	3.289915144	0.001002176	0.047254546
ENSG00000155893	294.218674	-0.507229686	0.154290398	-3.287500019	0.001010812	0.047493919
ENSG00000230798	453.6790378	0.461747439	0.140664997	3.282603693	0.001028532	0.048086513
ENSG00000107562	484.5714682	0.443146935	0.135022261	3.282028687	0.001030631	0.048086513
ENSG00000183379	52.54715089	0.604471379	0.184299268	3.279836032	0.001038674	0.048292928
ENSG00000130479	444.3183246	0.459147742	0.140570797	3.266309581	0.001089591	0.050484364
ENSG00000125730	45.72749501	-0.596298513	0.182813447	-3.261786929	0.001107123	0.051119214
ENSG00000131969	29.18402533	-0.547062025	0.167999033	-3.256340311	0.001128584	0.051930428
ENSG00000154358	405.2125833	0.497452551	0.153057776	3.250096564	0.001153658	0.052901774
ENSG00000131844	1391.506269	-0.358618294	0.11045038	-3.246872425	0.001166807	0.053139487
ENSG00000133119	709.4246101	-0.40579594	0.124975053	-3.247015552	0.00116622	0.053139487
ENSG00000131374	523.8444585	0.441291761	0.136319095	3.237196972	0.001207101	0.054787588
ENSG00000177410	881.8233502	-0.470175164	0.145478344	-3.231925458	0.001229591	0.055619206
ENSG00000118564	586.7626899	-0.421973782	0.130727815	-3.22788062	0.00124711	0.056221071
ENSG00000141449	29.01959983	-0.542202505	0.168209753	-3.22337138	0.001266912	0.056921452
ENSG00000185088	776.7879398	0.403466289	0.125468017	3.21569033	0.001301312	0.058270817
